,User-ID,ISBN,Book-Rating
656852,159245,3404139968,8
487882,116122,0465057551,0
1044022,249894,0385243820,0
192284,42714,0425155404,0
1129133,270906,037307817X,0
550113,131855,0671794388,0
185256,40889,0140177396,0
612321,148122,0874779707,10
59484,11916,0060951281,9
197079,43842,0446607711,0
1110278,266226,0553254340,0
649916,157247,1860196616,7
541051,130132,0451184734,0
398357,95903,0425182908,0
554306,133482,359610792X,0
1093284,262311,786003782,0
24631,5834,3548253652,0
46866,11676,0312113420,7
230230,53174,0440235596,0
1080622,258495,0440240859,3
698105,170229,0452010608,0
320292,76499,0060931728,10
208677,48313,0717287564,0
53080,11676,0684195976,0
968525,234359,0373835701,0
973367,234828,0441516645,10
1058190,252695,0553204963,9
435423,104236,0735712433,0
322383,76626,0486264645,0
744178,179978,0399231099,10
22808,4938,0515127221,8
185386,40889,0446603082,0
1074882,257204,0141308362,0
463641,110973,0373163401,0
727350,175510,3499222566,7
992460,238557,0140386335,10
62078,12538,0694003611,0
889956,214651,039914739X,0
1055431,251990,1888451637,10
453527,108752,0761109196,10
355801,85713,0345288238,5
1146158,275922,0802114369,0
103107,23871,051511331X,0
145522,32627,0070192979,0
772283,187065,067178546X,0
820395,198711,0590411284,0
949533,229985,0312983867,0
473355,113467,0812518039,0
115067,26544,0061032425,0
176647,38273,0425182878,7
153671,35050,067180913X,0
1138040,273993,0590483501,0
764511,185147,0374230781,5
818051,198711,0394837665,0
1066714,254813,9027406278,0
543944,130571,0394587847,0
458042,110029,0552148997,0
330503,78783,055380300X,0
127235,29259,0706369599,8
983543,236283,0671670689,0
880165,212898,0451168429,0
110701,25601,044661095X,0
667196,162264,0380703149,4
554060,133414,0316646911,7
907915,220597,067155302X,0
135987,30985,0446300152,4
43059,11279,044100914X,0
560061,135045,0671525808,9
459924,110382,0449132064,0
396041,95359,0440210232,0
681613,166123,0345314999,0
422865,100906,0684845598,0
405001,98211,0140430024,9
452600,108379,0747528306,4
224149,52350,2205046225,8
994951,238781,0671637800,0
847432,204864,0671528904,7
711290,172537,0671016652,5
772358,187103,3612273337,4
1068471,255121,0835604500,0
469907,112280,042517400X,0
209283,48494,039914059X,8
13046,1499,1931412677,6
527791,127359,0894808249,0
538705,129465,043936213X,0
670675,163093,8524300469,8
1037743,248209,0345440021,8
841357,203820,8427202792,8
42632,11080,0671001701,10
1147449,275970,1401301193,0
517418,125303,3806821232,8
964983,233143,044022859X,0
286920,68555,1566190959,8
615184,148744,059040184X,0
527439,127359,0440220297,7
382903,92810,0553802488,0
84857,17950,0618153969,0
872576,211344,0345307763,0
521767,126577,155166674X,7
314735,75860,0451191684,0
422938,100906,0802133436,7
1017299,243876,3872947796,10
874289,211468,0345260090,0
398939,95932,0312868332,0
394933,95269,1573225770,5
160731,35859,0590420054,0
974792,235105,0140265686,8
575864,138529,9788877682208,0
123083,28360,0449005410,0
1149316,276647,0689822294,10
509144,123883,0671737635,5
859606,207958,0385319800,5
867732,209875,0201722089,9
215074,50225,0385492081,6
505430,122881,1857940350,0
131408,30474,0749302224,0
286679,68555,0553262564,6
441699,105795,8447333760,6
578580,139221,0345443284,0
1094430,262525,0385482388,0
121549,27947,0425155404,0
579947,139684,155970358X,0
860417,208141,0441790348,0
697111,170164,0553287613,0
150888,34087,0440160677,5
899384,217397,0312291450,6
517291,125287,0671891685,0
726092,175100,0553562606,0
269681,62755,038076203X,0
1013955,242843,0743411358,8
127958,29545,9146128700,5
175244,37968,0553053337,0
1136568,273347,0849943248,0
78093,16795,0061013706,0
283659,67663,1573222453,0
658679,159847,038550926X,0
1102783,264657,0345419081,5
841959,203968,0312069782,0
656021,159033,0446519960,0
58387,11676,8497644484,5
229645,52968,1592280560,7
513838,124617,2742744444,0
1140096,274142,080411868X,0
276551,64800,0767902521,8
570594,137006,3593369133,9
187513,41103,0786881852,8
877070,212645,0399148760,0
467087,111747,0812559568,6
624668,151537,0061093343,0
36354,8681,0679728864,7
296253,70065,0064407691,0
260502,60244,0449214907,0
295764,69971,0898653797,0
395246,95316,0553265407,0
379083,91478,0916890708,8
162015,35859,0781400309,0
361170,87141,0345329201,7
182298,39646,0345361792,0
1126538,270187,067169507X,0
1036147,247664,0553268899,7
355996,85757,0452282268,6
485511,115482,0060192895,7
946772,229313,0316601950,8
88823,19664,0155826069,0
1143201,274739,0440218071,0
986381,236955,076422087X,4
156556,35857,0440223202,0
325988,77768,0710007574,5
609781,147666,8807014238,8
617774,149511,3257215363,8
156196,35857,0312253095,9
28265,6575,0312290888,0
164032,36256,0679749845,0
945209,228998,0446343455,0
839603,203240,1569472475,6
985287,236757,0140086412,0
682837,166123,1560763213,0
442427,105979,0440977452,0
183034,39773,034542848X,9
72143,15408,044024126X,0
831268,200993,1569472475,0
724822,175003,0451206711,0
251173,57108,1590770250,0
1103302,264903,3473580082,0
1147603,275970,1891830430,0
828729,200557,0553096060,8
1123410,269566,0451160312,0
418826,99955,0679819479,0
1054138,251613,1860339085,0
530667,127993,0553279556,0
627149,152186,0743211375,0
336816,80234,006091260X,0
19837,3757,8422676915,7
1103300,264903,3462024043,0
266084,61619,0140233903,0
325201,77383,0345313151,9
918398,223977,0375707972,0
343397,81848,014100374X,0
976580,235105,0590431986,0
269918,62844,0440225701,7
103355,23872,0517530317,8
323273,76818,006008216X,0
402015,96771,0440015103,0
220296,51673,0743206061,0
553268,132930,0595188273,3
466657,111578,0060560754,0
105345,23999,3932069080,0
13513,1745,0821724231,0
969074,234565,0689845936,0
1123306,269566,0449003795,0
367820,88330,0671621882,7
943650,228764,0445201045,0
852345,206026,094407281X,9
778448,188539,3548250122,8
604540,146113,0312971346,9
627712,152291,0553492756,5
632284,153662,0140372563,0
864665,209156,0201136899,9
783276,189666,9033013991,9
523457,126827,0721419275,5
890103,214717,902149129X,0
840713,203732,0919926487,7
1000515,240144,0768322413,0
1084585,259380,0671568175,7
1101025,264321,0380768127,0
523882,127024,0440184886,0
1104091,265115,0312144075,0
1023560,245410,0688082114,9
1114376,267249,0373093624,0
898394,217318,0446667900,5
233435,54034,0312964242,0
563788,135376,0425188361,8
1054290,251642,0451207335,0
1116368,267984,0446604801,8
500283,120828,0743418174,9
1012807,242824,0373791062,0
381869,92547,0060915757,0
651295,157594,0738202444,0
996662,239063,0440223202,0
208993,48420,0425180638,7
739736,178723,3423120487,0
1131991,271476,0446529028,8
185156,40838,0671776134,7
1121075,269060,0684841207,7
741770,179641,2020338181,0
888564,214138,0446613266,6
813396,197767,0192833596,7
139819,31556,0345334817,7
373528,89602,0679736042,6
281669,67017,0449212602,0
500163,120754,0060934417,7
578221,139099,0670869082,8
154335,35257,0743219317,0
94390,21046,0425178234,8
979306,235543,0020199600,7
875485,211971,3404143205,5
1035213,247429,081983078X,10
1047066,250405,0694521507,0
133564,30711,0590434837,0
738806,178437,0345381432,0
964846,233041,0373520050,0
506778,123371,033035034X,6
569079,136382,0812552636,0
698309,170229,074168117X,0
664570,161443,0553284118,0
40233,10001,0312971494,0
426803,101876,0316601950,8
217554,51094,0515110752,0
1084805,259479,0618178929,7
281610,66956,0385504489,9
1126457,270146,0192839985,0
909854,221445,0843111666,0
669908,162738,0679721746,8
401543,96554,8477226776,0
653198,158295,0061099015,0
211188,49109,0812512928,0
1094186,262399,0967507340,7
747344,180802,0316809063,10
1092675,262097,840149043X,8
337541,80538,1582340277,0
341194,81481,3453866797,8
943060,228681,0515098388,0
575359,138441,050552516X,0
467951,111947,0743400429,0
187857,41227,3442545420,10
902749,218608,0373250223,8
119158,27418,0312421192,6
21556,4285,0971880107,0
68440,14326,0919951031,0
975509,235105,0393308138,10
30357,7128,0590456601,0
467273,111827,0440219078,9
106135,24283,0920151175,0
390579,94347,0743230191,6
557914,134478,0060928336,0
1106366,265313,081180139X,0
986602,236959,0553291009,0
549674,131837,0446676098,0
275213,64241,1862043469,8
261264,60244,0812551915,0
768817,185469,8817202010,7
1673,277427,0446676640,8
659578,160098,0060958022,0
1087479,260626,1857230167,0
652607,158226,0020442807,7
959829,231857,0804111359,0
492968,117873,1400046130,8
822800,198711,0876145799,0
417179,99222,0440208459,8
64876,13273,0066211611,9
967074,233911,0812532813,0
469057,112026,0525675299,0
651334,157594,096823951X,0
643623,155463,0523424663,0
47707,11676,0345417186,7
1068847,255218,0688094600,0
996727,239070,0515129224,0
782833,189516,0613216792,0
671065,163288,3423108045,0
273636,63714,9626347422,10
426994,101876,0515110396,0
1060466,253258,0600200167,0
128385,29855,0312928963,0
1063373,254206,0425059723,10
60831,12453,0689868456,0
53358,11676,0702226556,8
305762,73330,0312420366,9
891282,215040,0375727744,0
585011,141210,3423200553,0
4758,278418,0307116573,0
634937,153662,0451184386,0
1064867,254465,0440148138,0
257525,59685,0345423402,0
490348,116866,0140092501,9
179591,39133,0312019009,9
216653,50807,0877142831,10
123404,28454,0517587963,5
806956,196077,0553246453,0
808301,196160,0740718819,7
318452,76352,0515120871,0
868569,210035,0451173007,9
1079932,258190,3423084049,0
128066,29690,0140345809,5
892964,215942,1853260495,0
777790,188273,0060090383,0
1110341,266226,0609607898,0
1068556,255218,0060392932,9
899578,217536,0811807282,5
1070211,255648,0373226209,0
570993,137190,2070426718,0
237606,55418,0553295772,0
282597,67375,0345391527,0
340960,81368,1551666677,0
479620,114444,0446607711,0
535799,129198,0451192613,0
730031,176297,0253326877,5
649502,157163,0671721097,7
722823,174791,0590520938,0
1122685,269566,0312973063,0
226339,52584,0553290266,0
643949,155495,0800781376,0
618476,149893,044022165X,10
1093855,262399,0451177053,0
286354,68555,0310205719,0
1057731,252695,0373240643,0
916806,223431,0765340313,0
390184,94347,0151421935,0
242560,55858,0373109687,7
804931,195694,0743400453,0
128578,29855,0451197526,0
635479,153662,0517035820,5
767845,185359,345318940X,2
112932,26151,078670621X,10
628859,152579,0679775439,0
382269,92652,0140166912,0
58464,11676,8804524316,0
905930,219713,068484267X,5
610507,147847,0141182571,0
357605,86189,0140071075,0
510199,123981,0451119932,8
990354,238120,0684853027,0
1007461,242006,0060543949,0
311261,74709,1551664860,0
936261,227025,0553579606,0
292124,69648,0553811851,0
870158,210573,051503794X,0
5593,278418,037324357X,0
308065,73588,0449129543,7
261900,60277,0446322563,0
748097,180957,0446359750,0
162696,35859,1551665166,0
469106,112026,0590228676,0
220521,51777,0439154294,10
1125943,269890,0446611360,0
339070,80908,8485752325,0
896888,217075,0767915054,0
127883,29526,0671626132,9
1076430,257327,0060961740,7
399877,96054,0753810883,0
788554,190806,0440224659,6
925504,225087,0752844059,10
795182,192245,0842329129,8
779469,188953,00170415,0
965494,233439,0748662979,0
1133182,271792,3351005512,0
805794,196031,0099296810,7
140385,31556,0590553232,6
18770,3371,0060631317,0
605424,146175,0446611921,0
379909,91832,0440225701,0
770798,186570,0440225701,0
343242,81771,0965164799,8
824022,198930,0439139600,10
989342,238120,0060809248,0
440788,105517,0670896764,0
778767,188658,226613597X,0
163346,35958,0671024353,8
407600,98391,0373770073,9
717065,173632,3828907563,0
208527,48268,009941077X,0
115868,26544,0515114901,0
937924,227447,0373263821,0
42031,10819,0061099481,0
546282,131046,0553128558,0
706245,171235,3518383159,0
1015952,243360,0060830751,0
987427,237299,0449227421,0
544036,130571,0446608262,9
309103,73923,0142001430,0
243655,56157,0140048898,0
693640,169006,0451160525,8
1141976,274308,1551661705,0
753750,182334,0060958901,0
334030,79215,0385336608,8
289272,69078,8420661066,9
757631,183187,0375410775,0
121739,28056,0071379673,2
1056204,252222,0385474903,0
986413,236955,0849942926,0
703422,171078,0440225329,0
696539,169930,0575400951,7
507482,123567,0440418569,4
254448,58641,0312313616,0
230577,53174,1573229628,0
722454,174791,034530764X,0
1061074,253556,1564401634,0
637787,153662,1558171363,9
1020686,244688,037325024X,0
1025417,245827,0590446525,0
409619,98391,0684818477,9
518208,125583,1400031699,0
919136,224138,0451183940,0
826221,199665,8845207536,9
967279,233917,0373272154,0
748857,181176,002907052X,0
118173,26883,0786885688,0
990465,238120,0786868619,0
398142,95902,8474106273,6
438168,104665,0778320510,0
902723,218608,015640057X,0
983472,236283,059042520X,10
5327,278418,0373109903,0
601234,145330,0515132288,7
411156,98391,1401351999,8
763302,184532,0671019724,7
135845,30972,0671014919,7
507861,123625,0330266667,0
41799,10660,0340718269,0
38002,8971,3518377663,0
479178,114414,0671633457,0
68854,14422,0380776510,0
668551,162639,0425068099,0
1018814,244277,0746006144,0
715620,173415,0449206181,8
379229,91576,0413771601,3
840143,203502,0316031313,5
140760,31556,1858281423,0
128227,29806,0373614624,0
65567,13486,0552146285,8
429402,102647,0451192575,0
1039761,248718,0451457730,0
170796,37019,0140131612,0
969236,234597,0671037692,0
573342,138010,0446357200,9
973631,234828,0553299441,0
1027398,245963,0425128458,0
1130821,271284,0451405889,0
852420,206074,0192827596,6
778578,188583,0812550757,0
1033231,246671,0843949848,0
1031414,246617,0718143043,6
632206,153662,0064430391,10
152866,35050,0345245903,0
533538,128835,0440214432,0
700303,170518,0452280621,0
199685,44699,0590438204,6
466295,111286,0060987103,7
554985,133571,0743224574,0
513618,124597,0316168815,10
332182,78869,2742741194,7
473814,113519,0395363179,0
822851,198711,0882712098,0
154658,35432,3442724058,0
919545,224209,140003065X,0
1086153,259901,043920786X,10
540824,129883,1573229326,0
123403,28454,0451182537,6
951905,230522,0375413596,0
136793,31139,0671658174,0
188711,41586,076111937X,9
169224,36836,0671024248,0
573825,138097,0061052892,0
728694,175886,053213452X,0
152045,34657,0380730421,0
1064404,254465,0373096461,0
682324,166123,0553280333,0
1042620,249628,0684852802,8
641537,154992,0440206154,0
473688,113519,0345465008,0
514640,124888,8408016970,7
758766,183508,0152012397,6
248552,56856,0399148701,0
1007015,241937,8447300005,7
1073080,256407,0671746197,0
125744,28877,0425181103,0
225252,52584,0373805950,0
847612,204864,0713469641,0
758594,183367,0451454049,0
456211,109721,0732257131,10
731961,177072,0373116950,0
119995,27617,0446520802,9
649625,157247,014027927X,0
255074,58961,0345307615,8
170848,37019,0760713855,0
296010,70052,0440212812,0
308626,73681,0553275704,5
761440,184299,0440918146,0
106146,24288,1853260207,0
827247,200226,0060972181,0
978918,235429,0316769177,0
544079,130571,0451409485,0
401083,96475,0373029586,0
1076880,257480,8420672599,7
988502,237748,0971614512,0
705563,171118,0816039259,7
609344,147451,0722111193,0
783837,189835,0300074131,5
1141384,274308,044651506X,0
438316,104759,055327290X,6
382366,92652,0684811847,8
17062,2977,0517064626,0
221788,51883,0764223720,0
310089,74286,1566840287,0
1122939,269566,0394746759,0
714840,173291,0441005845,0
469346,112037,0061044636,8
1124531,269719,044022103X,0
881549,212898,0671674676,0
371287,88937,0679724222,0
923597,224768,0805057676,0
349964,83671,0441001971,9
395050,95301,0744594030,0
921447,224435,0373483694,0
1021490,244871,0971880107,0
1071975,256242,0805055827,8
344915,82344,0099281716,0
286775,68555,068484267X,0
509096,123883,0553801198,5
401106,96475,037316677X,0
669642,162738,0312971400,4
553459,133102,0762102624,4
254507,58659,90 22982440,7
1117581,268110,0531071804,0
1006229,241614,0875421288,0
743297,179772,0684835193,8
764517,185147,0385490445,7
725508,175003,0870441590,10
91333,20244,0816145482,0
1055437,252006,0312978383,0
1034696,247201,0684853299,0
812239,197659,0312064977,9
122577,28204,0553372890,0
892825,215821,0590409182,8
37317,8890,2707126926,7
1019026,244349,0061093343,0
112572,26057,0670894508,0
735646,177458,0875421717,7
422950,100906,0804704864,10
607738,146855,0806949945,10
961848,232131,0452273099,0
1139662,274061,0812521668,9
102564,23768,0743418204,0
191632,42410,0618127003,0
66354,13552,068484477X,0
159442,35859,0440413214,0
151367,34388,0151002290,9
575130,138441,0061051802,0
507363,123534,0345453816,9
1031087,246617,000671210X,9
154399,35320,038549081X,8
528951,127429,0671896776,0
591012,142524,0671884298,0
1044472,249894,0876208111,6
402520,96954,0446672211,10
772741,187145,038533334X,0
62127,12538,0804112592,0
865980,209477,0345324064,0
1114359,267249,0312971125,0
581315,140000,0451524934,0
705505,171118,0808520946,6
666342,162016,0310234697,7
654871,158583,0345438329,5
102821,23768,1569471568,0
183082,39773,0448060043,0
841298,203820,8422613395,0
112657,26084,0618238573,10
1026033,245839,3351028768,0
813689,197775,0786890053,0
768083,185384,0380698544,0
1047013,250405,0609600745,10
432668,102967,0871785390,0
205383,47117,0312170165,0
967833,233994,0399138714,0
988244,237646,0380798972,0
221708,51883,0671603051,0
484116,115120,0517077744,0
713159,172742,0849942969,0
310003,74281,0380978407,8
191388,42400,0552124621,0
543537,130554,0590997289,6
31833,7346,042513265X,0
524919,127200,0440225698,0
635814,153662,0553578936,0
438837,105028,0804115613,9
672072,163488,0812580354,7
39017,9417,0440208149,0
793707,191865,1564581845,0
1133207,271800,8471783568,0
124247,28591,037307607X,0
1117121,268032,0658012207,0
510617,123981,0688124402,0
896187,216724,0449005852,10
106768,24539,0451177010,0
263369,60569,0385306032,0
589303,142212,0671047485,5
813303,197727,0440800544,0
949923,230115,0385471874,8
412276,98515,0522143561,9
635804,153662,0553578138,10
217276,51059,3150006597,5
460747,110608,0440149983,0
559369,134890,3423125667,0
236854,55187,0451163524,0
982030,236172,0440180295,0
663877,161114,0671729489,0
210073,48808,0812512413,0
652889,158254,0385498802,0
609730,147649,0099450259,0
440096,105374,0439064864,0
619325,149908,0571216420,0
1084502,259380,039489605X,0
380863,92011,0439221684,0
494385,118563,3442094232,0
869241,210314,0385508042,5
967185,233911,1560761199,0
784069,189835,0375759654,5
214070,49900,0375724672,0
239845,55492,0515128635,0
22109,4435,8817150134,0
588891,142121,0441790348,0
774937,187517,067187036X,0
952377,230522,0440407079,0
372965,89545,0440(12296),7
5195,278418,0373074948,0
275224,64247,0743211383,6
159844,35859,0451143752,0
682791,166123,0886778050,0
978293,235371,349922786,0
1139308,274061,0380757478,0
153524,35050,0553484559,0
1045983,250300,0553584138,0
543549,130554,0679801111,0
199477,44595,0786901136,0
755848,182987,0810991144,0
824142,198960,0840775970,8
225163,52584,0373650558,0
152411,34864,0446604275,0
176421,38222,0747256217,0
295367,69971,0393300234,0
1116200,267830,0486400786,8
791691,191116,0756401135,9
270647,62895,0380844915,0
564198,135458,067091021X,0
437831,104665,0345335465,0
566630,136071,0373227396,8
1057671,252695,0373079052,7
595674,143497,0425146812,0
212517,49403,0553584367,0
251252,57161,0445205474,0
708474,172030,0373166796,0
56596,11676,2707316865,0
753468,182157,1566197589,0
1044645,249912,0618077375,8
777540,188132,0373076746,0
1135440,273054,1400031354,8
903575,218976,0671003968,6
908165,220664,0671568310,6
273688,63783,055380099X,0
302014,71940,3453161971,0
606104,146298,0553582135,0
678743,165268,0553290762,0
838574,203044,0140157654,5
700687,170527,0821769340,9
989704,238120,038079487X,0
27436,6543,0140119906,0
544567,130705,0060932171,8
419619,100256,080411868X,7
518670,125692,0373272480,0
1113961,267061,0373616295,0
526443,127233,0553269305,0
136849,31158,0316284955,8
986669,236959,0767911040,6
967345,233917,0373790961,0
1077562,257700,0876052014,10
490977,117111,0553576143,0
1026877,245963,0373028172,0
774269,187410,0375705899,0
221024,51883,0373223161,0
393729,95010,0307101525,0
286504,68555,0440167531,0
574589,138202,0446611638,10
1034001,246959,0441003273,9
331885,78834,0866118721,0
629361,152813,0785243038,0
1023014,245362,0743237188,5
1129677,271176,1565117794,10
997303,239423,0749324740,0
28133,6575,0060002093,0
186252,40943,0440952638,0
716457,173632,3257007647,0
359245,86418,0345333160,0
17495,3167,0684825457,0
508021,123625,0805010858,8
257081,59390,1558745432,0
350291,83730,0767906373,0
782026,189334,0887308090,0
334518,79441,0517424622,8
256803,59269,0743460529,0
52337,11676,0671002783,9
360488,86928,0446302538,0
471451,112881,0590328506,0
1125978,269890,0553279556,0
1075595,257204,0553584383,0
167192,36704,0060930187,0
378940,91425,1853261122,0
422535,100906,0441007740,0
880170,212898,0451176464,0
1099585,264082,0373707916,5
132565,30533,0395859972,0
357246,86115,0380727021,0
580755,139910,0816704678,0
191412,42400,0586059508,0
89402,19753,0340784997,0
864462,209059,0671527215,0
954844,230739,0312960344,0
782637,189516,0373218540,0
603250,145619,0804108749,0
451861,108285,0373834284,0
72322,15408,0671708635,0
63999,12993,8484035727,0
1085083,259625,0440414806,0
430712,102967,0316772429,0
815949,198699,0525945644,0
1121506,269265,0671004573,7
1061363,253626,0553214225,7
401156,96475,1853260908,0
1055857,252071,0671003992,0
479240,114414,067940077X,0
1079576,258185,0449006379,0
843524,204359,0064408639,10
300711,71612,972100085X,9
484061,115120,0451197429,0
730000,176280,0590257838,0
80436,16795,0786867647,10
320905,76499,0586092242,10
34482,8201,0373825021,6
1051661,251422,0345428560,0
